,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
1246,14928,10,26,99800.11,4.912625477,10,2,0,10.36025557,182.45383,1550.154506,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
1247,11537,0,22,18159.87,5.205660364,13,0,0,17.63783701,172.487091,1979.490592,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
1248,166,4,66,82924.09,9.816727691,18,0,0,2.694014031,157.48359399999998,526.38731,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
1249,280,4,35,11824.7,8.717398286,15,2,1,2.937852035,167.45641899999998,570.7344969,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0
1250,6854,1,39,73624.07,13.75454575,8,0,0,9.566169913,104.97808,1344.903546,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1251,8621,1,37,51606.19,15.61280724,12,0,1,2.163284177,152.479779,602.4065111000001,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1252,463,1,72,36352.23,11.69866136,10,0,1,14.06970055,127.525,1339.377921,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
1253,128,2,64,33589.11,13.56647971,13,1,0,13.13159395,117.46859099999999,1752.1989079999998,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
1254,88,3,48,25866.44,7.697547282,11,0,1,11.55776139,179.947583,1273.1427210000002,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
1255,318,8,51,6215.4,8.22529209,9,1,0,14.96367107,104.964303,1964.775503,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1256,5367,1,49,71631.82,8.734579171,15,2,2,2.4395202559999998,245.128318,1341.450253,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1
1257,11631,8,86,81116.14,7.295808186,14,1,0,17.68782231,120.003499,1976.347042,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1258,180,1,37,30090.22,10.51097693,11,2,0,8.255617012,225.145743,1917.60124,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0
1259,7033,0,55,3811.96,7.518278856,15,0,0,5.174032539,104.964303,820.9557127,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1260,38885,0,54,38513.67,11.93951737,10,2,0,8.16762508,142.49926299999998,1148.9117449999999,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0
1261,1448,0,63,35130.18,12.69971233,12,3,0,14.96689418,139.965008,1919.9214789999999,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
1262,1159,2,65,37445.32,7.947973086,15,1,0,7.5372439810000005,214.966286,1036.3247279999998,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1
1263,6049,2,41,67940.02,12.26691686,8,0,0,18.95221637,117.47203600000002,1839.699549,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
1264,37976,0,79,20078.44,14.82798335,12,1,1,5.011735021000001,190.159922,847.9561126,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0
1265,13564,1,26,27692.11,10.39540448,10,3,0,2.728247011,147.442069,488.28117050000003,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1266,1239,3,63,18895.42,9.064004874,12,2,0,7.1389854370000005,127.48872800000001,875.0932457999999,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
1267,23474,0,73,22536.48,8.420093797,11,0,0,22.71649048,184.97151599999998,2128.80443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0
1268,2978,2,55,35730.59,9.420067912,17,1,0,13.28051861,214.952509,1541.165921,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0
1269,388,2,43,79669.11,11.20745718,14,0,1,27.96096319,159.99424199999999,2687.9401,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
1270,1278,1,48,36901.24,7.436719685,13,1,0,4.61174735,194.976769,768.0341067,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0
1271,6450,2,72,27660.28,5.833716636,15,0,0,9.94963312,112.455141,882.5591385,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1272,824,2,18,39092.7,7.79720649,9,1,1,15.71358455,115.00206100000001,1679.0453920000002,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
1273,39381,4,33,43436.42,7.584336396,11,0,0,12.60420397,242.61427999999998,1809.863378,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0
1274,1152,1,33,56327.41,14.18701742,14,0,0,17.92733138,152.47417,2295.960298,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
1275,18427,0,76,16762.99,11.54198689,7,1,0,6.818705821,217.48397200000002,955.0181592,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1
1276,14393,0,55,46854.5,10.51853461,12,0,0,15.97494301,159.97935800000002,2035.008705,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1
1277,1259,3,48,34372.27,7.871451091,13,2,1,14.39399314,169.967067,1681.8135519999998,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0
1278,2153,0,87,24378.22,10.67112794,13,1,0,9.983052758,215.159141,1774.7601539999998,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
1279,19165,1,74,31198.52,12.01473007,13,2,1,2.704950495,187.656013,711.7404846,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
1280,256,1,55,38162.85,9.241864687,15,2,2,20.83084927,207.609354,2221.139588,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1281,673,3,65,36333.77,10.48393458,13,3,0,1.225588884,192.44043200000002,547.9869964,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0
1282,7020,2,44,13288.6,12.67159952,13,0,1,10.44973947,152.45785700000002,1768.5500399999999,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1
1283,290,3,19,25446.01,8.414092289,10,0,1,3.4183022060000003,207.609354,926.9394553,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1284,861,4,87,26129.83,6.292455476000001,13,3,0,4.8379907630000005,162.468917,715.3186357999999,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1285,490,0,85,76184.47,8.665638946,10,1,0,1.963127209,172.470522,771.9557231000001,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0
1286,890,3,27,81803.03,14.63754555,15,0,0,10.34247598,129.948316,1671.469773,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
1287,876,1,55,54981.51,15.09456492,12,0,1,1.1567197009999999,137.461553,358.4232611,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
1288,3441,0,47,112031.33,12.48009091,14,1,0,17.399919699999998,175.133074,1935.4610460000001,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0
1289,25815,1,73,69444.54,7.207577411,12,3,0,3.1244880569999998,147.471303,520.8892347,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0
1290,321,1,68,57844.94,13.72595127,9,2,0,6.958063425,197.470195,1356.12218,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0
1291,1006,3,50,36772.35,7.987261514,14,0,0,7.0101893120000005,179.96558100000001,914.8863272,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0
1292,6904,3,23,22853.63,13.96678169,13,1,0,2.447985699,147.47384399999999,638.4642534,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1293,17907,1,36,39702.07,3.3563938589999998,16,1,1,4.269258862,174.975543,919.2881691,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
1294,4993,3,53,27546.33,16.41256411,11,1,0,8.343625652,162.446995,1515.532948,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
1295,655,2,62,27329.96,13.37613844,16,0,2,4.397705633999999,147.46006699999998,476.45986839999995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
1296,603,3,89,56631.76,6.839793198,12,0,0,11.08150154,182.45383,1140.151122,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
1297,1069,3,74,135171.31,4.789435489,10,0,0,7.273510936,144.960655,677.1757219,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
1298,4759,10,28,7619.18,12.28145524,13,2,0,12.01513041,142.452604,2138.5538309999997,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1
1299,6140,3,19,65377.87,9.863350742,12,0,0,4.8450606810000005,147.442069,746.2481195,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1300,28804,0,63,23514.45,10.6945716,17,4,0,11.19078648,104.964303,1370.0124529999998,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1301,4611,0,26,121993.18,13.25969872,10,2,0,16.91776871,139.9678,1754.601627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
1302,19389,1,45,35556.27,12.230072400000001,12,0,0,21.16641251,182.460772,2115.906589,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0
1303,9077,1,29,42326.58,9.953164978,13,0,0,25.88644227,164.98894099999998,2576.783187,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0
1304,36202,0,87,4523.8,13.69110294,11,1,0,15.59096202,127.473844,1826.678884,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
1305,3028,0,27,7128.27,8.71758667,5,2,0,13.03099332,149.984492,1559.824693,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
1306,706,10,50,126457.41,18.94289163,13,1,3,8.034201127000001,79.978861,961.7341695,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1307,1185,4,41,29093.29,8.249879184,8,1,1,1.1246567570000001,137.468591,409.5740796,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0
1308,22294,0,70,65477.76,12.97906926,13,2,1,3.5516514439999995,164.97845800000002,1048.538032,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1
1309,10667,1,74,18185.88,12.57260598,16,3,0,7.925553777999999,154.975543,1460.729298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0
1310,1416,0,72,34217.69,13.58758162,12,1,0,3.685081574,160.00128,539.9859818,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0
1311,1815,0,71,56034.16,5.615789376,11,0,0,2.659423565,182.460772,483.45461780000005,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
1312,24438,4,55,16526.81,10.86355397,12,2,0,1.355493769,117.485813,541.4070912999999,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
1313,3546,10,89,80803.77,13.5735625,11,1,0,7.442451151,159.965008,1030.206721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1314,26588,3,38,40392.47,9.73677222,11,1,0,11.03162791,172.45551899999998,1442.347357,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0
1315,86,0,21,43889.69,8.332567184,14,1,0,9.141192423,129.976324,1204.678983,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
1316,949,3,71,30101.28,5.210753949,17,0,2,4.6335450410000005,139.99788999999998,730.1829735,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0
1317,1826,2,49,26569.81,10.43343891,10,2,1,9.22316707,94.972827,1304.854276,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1318,342,6,74,67521.69,7.67710837,15,1,0,24.073763500000002,169.937833,2410.1116399999996,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1
1319,265,3,34,62441.01,4.87057775,13,1,2,7.771315315,187.484705,1278.688937,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
1320,3161,0,42,19165.73,5.221173325,11,0,1,5.7018635,172.462354,831.9771606,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
1321,26320,3,26,33846.23,8.106603381000001,11,2,0,2.4562179719999997,275.119794,995.4220743999999,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1
1322,32825,0,48,24892.78,8.546096292,17,0,1,2.8496220739999996,194.976769,592.8646912,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0
1323,48863,0,42,77107.03,14.90633873,12,1,0,12.61694943,112.455141,1055.617042,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1324,26182,0,88,35108.41,14.54049442,8,0,1,2.967533379,139.97923899999998,525.3069851,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
1325,834,2,41,32296.27,8.627473352,13,2,0,4.44463064,245.131966,1128.6903550000002,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0
1326,16638,4,55,27019.83,11.27833464,13,3,0,10.92247392,162.446995,1668.779606,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
1327,53364,2,20,12353.15,10.92368132,11,1,0,5.696461819,169.937833,958.2229045,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1328,19001,3,83,35982.39,10.622409199999998,10,1,0,5.173463744,139.98157700000002,825.6469228,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
1329,8741,0,42,42104.6,9.271510114,8,0,0,9.339307483999999,144.960655,941.2910009999999,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1330,296,8,43,55656.36,14.19303472,19,1,0,1.699850064,184.97845800000002,900.3977089,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0
1331,9262,1,72,48881.55,9.095661093,9,3,0,3.955928538,197.483972,1260.12789,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
1332,1898,5,45,32000.75,7.686998495,18,0,0,9.652842643,220.161527,1618.259683,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1
1333,547,1,18,29822.31,11.72310409,14,1,0,16.53244292,147.442069,1727.882293,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
1334,17055,4,30,72270.25,0.120057716,15,1,1,4.777862937,164.98529299999998,1464.442974,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1
1335,92,0,25,27669.39,8.498824483,12,1,0,22.57289049,147.45641899999998,2588.843484,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1336,5694,0,58,42027.65,7.723994889,11,0,0,8.571860106,104.97808,1170.3531699999999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1337,25271,0,86,69014.19,10.58554141,15,0,0,7.195810535,220.11486800000003,1409.8828019999999,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
1338,1028,1,88,63827.57,6.204764784,10,3,0,2.978504665,182.446995,486.1105716,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0
1339,13178,5,48,16502.68,9.457948968,13,0,0,2.6619617069999997,160.00128,688.7644008,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0
1340,933,7,86,45181.64,6.9745103760000005,16,2,0,2.834098048,240.11486800000003,901.5457844,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1
1341,26340,3,39,45244.57,11.5455462,12,4,0,8.637184433,255.155493,1568.344567,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0
1342,51447,1,55,27457.73,10.28781284,11,1,0,10.46190099,220.11486800000003,1809.921626,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0
1343,6610,0,34,7326.3,9.24582929,8,4,1,4.861047755,142.471255,1192.174805,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
1344,31736,0,69,60631.73,6.336266086,10,3,1,9.62893496,179.947583,953.8934492999999,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0
1345,148,8,72,55708.35,11.95403555,13,1,0,4.248159714,140.004928,682.4871065000001,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0
1346,388,2,66,36635.39,5.245083025,13,1,0,7.912612583,187.484705,1154.565474,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
1347,56765,2,39,11435.62,8.931385159,14,0,0,3.135848347,127.48872800000001,677.2734494,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0
1348,4731,0,56,3381.33,8.350691799,13,1,0,9.31669305,162.471255,1024.5825710000001,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
1349,21939,3,44,57644.66,13.18140871,16,3,1,6.485770796000001,137.48359399999998,1291.915318,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
1350,2722,2,18,41967.93,17.04978252,13,0,2,10.55505829,149.944668,1755.239032,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
1351,372,1,70,27990.52,8.304302989,12,1,1,19.43267321,172.47417,1884.5008899999998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
1352,4913,1,46,29318.41,13.65178245,10,1,0,2.108441505,184.97968400000002,1029.123182,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0
1353,4535,4,30,33315.46,14.81141178,12,1,0,16.08842518,199.990219,2489.519356,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1
1354,25577,1,76,42506.64,10.95303334,9,0,0,4.8606453080000005,172.50340400000002,742.7794122,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0
1355,3191,4,33,6878.84,8.61275076,11,1,0,18.88610542,82.49654699999999,1797.14783,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
1356,69142,1,74,11856.64,15.95494909,15,0,0,11.73492964,182.446995,1249.494056,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0
1357,7222,0,21,19017.34,12.03501573,10,1,0,9.841085026,197.628838,1495.341126,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1
1358,3758,2,71,62781.25,11.66278135,11,0,0,7.8197838520000005,174.98820800000001,1516.797047,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0
1359,8778,4,66,5601.94,13.63078539,10,0,1,29.70527547,164.967019,3293.015758,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0
1360,2161,0,66,41527.17,11.51565844,9,1,0,2.478012402,207.475448,1057.0377310000001,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0
1361,4761,0,35,11098.51,4.48844021,15,2,0,4.089115347,255.11979399999998,1467.90459,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
1362,1823,4,25,50670.27,12.69180844,13,1,0,20.96092159,142.452604,2743.734408,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
1363,408,0,43,30118.57,7.636999105,12,0,0,4.55454522,117.487242,976.9718155999999,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1364,33049,4,72,12704.28,12.02547979,12,0,0,2.876901531,275.119794,956.9132284,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0
1365,751,3,25,54567.1,8.842844227,12,1,0,5.682066541,172.47417,884.6278615,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
1366,5143,9,43,54250.43,11.16875063,10,0,0,3.187512279,159.947583,1201.898094,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
1367,1426,1,57,73645.85,1.726524839,10,0,0,7.93260821,157.48359399999998,810.4941232000001,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1368,90,0,23,41979.65,6.209819262999999,9,1,0,5.146834768,172.45674499999998,1237.5606369999998,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0
1369,3776,1,20,40057.18,14.81848646,5,0,0,21.63512984,179.947583,2211.379038,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0
1370,442,1,35,115520.53,14.59968721,9,2,0,9.941798485,149.99153,1144.495358,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1
1371,1185,3,81,18913.5,6.998489346,14,1,1,15.26657624,204.97968400000002,1558.3090949999998,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0
1372,312,2,57,56342.23,9.899590418999999,15,2,0,2.62860278,104.99231100000002,501.0626363,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
1373,98,1,32,57826.31,7.233747171,8,0,0,2.0452996619999997,137.439154,495.83701950000005,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1374,8002,4,60,90889.4,12.04083843,15,1,0,23.05042619,242.65729100000001,2730.054658,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0
1375,0,4,64,36220.07,12.30730362,15,1,2,7.6770395360000006,235.159141,1370.86345,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1
1376,2621,0,48,47229.76,13.27653911,17,1,1,5.427546075,117.46859099999999,1111.834697,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0
1377,28633,4,40,22390.15,9.873985217000001,9,2,1,14.05740045,190.159922,1887.1978329999997,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0
1378,18065,1,67,65392.96,9.948525069,9,0,3,5.791194182999999,159.987503,596.625449,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
